"X","user_username","text","tweet_id","lang","sourcetweet_type","quote_count"
16178,"switchboard_ie","We are open this evening from 6.30pm to 9pm. Give us a call on 01 872 10 55

#lgbt #lgbtqia #helpline #neurodiversity #disability #support #listening #signposting",1505876889759477760,"en","999",0
16254,"RutlandDYF","Today marks the first day of Neurodiversity Celebration Week!  

We're very proud of the work we do to support &amp; connect #neurodivergent people &amp; hope awareness campaigns like this by @NCWeek encourage others to learn more about #neurodiversity. Read more: ",1505872895326756864,"en","999",0
16260,"ZomeDash","@FairfaxZetas The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic ",1505882678624768000,"en","999",0
16270,"VetNurseOnline",".@vetmindmatters marks #NeurodiversityCelebrationWeek with a range of new initiatives for veterinary professionals #Veterinary #VeterinaryNews

",1505881911369125888,"en","999",0
16294,"YouthWatchDarlo","It’s #NeurodiversityCelebrationWeek - but what is Neurodiversity? 

The team @NEAutismSociety have shared some great information to let you know all about it!

Find out much more on this celebration week at or ",1505880664196927488,"en","999",0
16313,"PIAScotland","Today marks the first day of Neurodiversity Celebration Week!  🎉 

Together with @reciteme, we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505878878082023424,"en","999",0
16478,"HRHappyHour","How can the recruiting process be updated to include neurodiverse talent? Listen in to the latest  @AtWorkInAmerica podcast on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505892584824180736,"en","999",0
16619,"RIBANorthWest","Join leading access consultants and architects, Jane Simpson and Helen Kane, who will provide an accessible guide for architects on neurodiversity and design in our free webinar on 24 March. Book your tickets: ",1505896268647784448,"en","999",0
16814,"NHSEmployers","As part of Neurodiversity Celebration Week (21-27 March 2022), Benjamin Ford, a behavioural therapist in the NHS with lived experience of autism, discusses the importance of supporting neurodivergent colleagues in the NHS ",1505908088905224192,"en","999",1
16850,"ASPHFT","Today marks the first day of Neurodiversity Celebration Week!  🎉 

Together with @reciteme, we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505919518794731520,"en","999",0
16909,"UCFB_EC_SE","It’s Neurodiversity Celebration Week this week! 
Head over to for a fantastic range of FREE events celebrating different minds. 
#neurodiversitycelebrationweek",1505914629259673600,"en","999",0
16924,"WestDevon_BC","It's Neurodiversity Celebration Week! Did you know that 15% of UK residents are neurodiverse? 

Use our @reciteme accessibility tools under 'Enable Accessibility Tools' 
at to customise our website to your needs.

#NeurodiversityCelebrationWeek #Inclusion ",1505913375838117888,"en","999",0
16968,"TrishMcFarlane","Has your hiring process evolved through the pandemic? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out what works! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505922844894580736,"en","999",0
16992,"switchboard_ie","Tonight is our neurodiversity and disability night. Give us a call, we are open from 6.30pm to 9pm #lgbt #lgbtqia #helpline #neurodiversity #disability #support #listening #signposting",1505922178138574848,"en","999",0
17138,"highlandradio","This week on Highland Radio we are highlighting Neurodiversity Celebration Week. Patrick Sharkey speaks to different Neurodivergent people about the challenges they have overcome in daily life.
Ep1 - ADHD
#adhd #NeurodiversityWeek ",1505935883345747968,"en","999",0
17280,"NCWeek","🌟 Shout out to @AgeUKLambeth in London for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek
#NeurodiversityWeek ",1505938513044418560,"en","999",0
17292,"JKPAutism","Opening our (virtual) doors tomorrow, Connected by Autism tickets are still available here -
#Autism #Autistic #ActuallyAutistic #ConnectedByAutism #LGBT #LGBTQIA #LGBTQ #GenderDiversity #Neurodiversity #NeurodiversityCelebrationWeek ",1505937780379062272,"en","999",1
17459,"DifferentlyMike","Autistic burnout - A guest author offers a different perspective on neurodiversity. Differently Wired ",1505951842798391296,"en","999",0
17494,"EdCentral","A proactive approach to neurodiversity in higher education | Advance HE ",1505949870783401984,"en","999",0
17523,"ed_ontap","A proactive approach to neurodiversity in higher education | Advance HE ",1505957424859131904,"en","999",0
17568,"UKEd_Leaders","A proactive approach to neurodiversity in higher education | Advance HE ",1505954904048865280,"en","999",0
17743,"PublicPolicyUoS","Are you a @unisouthampton academic with expertise in Neurodiversity? Let policymakers know by adding your name or another UoS expert you know in the comments below. #TagUoSExpert ",1505967516748857344,"en","999",0
17815,"AIMHiTN","Today marks the first day of Neurodiversity Celebration Week!  🎉 

Together with @reciteme, we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505978097543356416,"en","999",0
17858,"switchboard_ie","Our phone line is open until 9pm. 

#lgbt #lgbtqia #helpline #neurodiversity #disability #support #listening #signposting",1505975027467898880,"en","999",0
17944,"TayeTraining","Did you know that that next week is #NeurodiversityCelebrationWeek? 💜 Join us in our free online community for an #AskMeAnything session on Neurodiversity and Women. You won't want to miss it!

#Training4Influence #NeurodiverseWomen #AMA #AskMeAnything ",1505982994439446528,"en","999",2
17946,"SteveBoese","Does gamification through the hiring process work? Listen in to the latest  @AtWorkInAmerica podcast with @hirevue on the @HRHappyHour Network to find out! #H3 #HR #Talent #Hiring #Jobs #Recruitment 
",1505982881499389952,"en","999",0
18063,"ZetetickHousing","For those with a learning disability, getting work can be a job in itself 

Unemployment figures in the UK have recently fallen with the number of job vacancies rising to a new #supportedliving #learningdisabilities #inclusion #neurodiversity #autismlove",1505988052333830144,"en","999",0
18095,"AfC_VS","Neurodiversity Celebration Week is a worldwide initiative that challenges stereotypes and misconceptions about neurological differences. ",1505998631735803904,"en","999",0
18116,"JKPAutism","Opening our (virtual) doors tomorrow, Connected by Autism tickets are still available here -
#Autism #Autistic #ActuallyAutistic #ConnectedByAutism #LGBT #LGBTQIA #LGBTQ #GenderDiversity #Neurodiversity #NeurodiversityCelebrationWeek ",1505998178000142336,"en","999",0
18332,"malvernlocal","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis ",1506010783288729600,"en","999",0
18338,"malvernlocal","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis ",1506010144097722368,"en","999",0
18344,"covobservernews","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506010015106142208,"en","999",0
18346,"MalvernObserver","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009802539175936,"en","999",0
18347,"solihullobserve","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009765515735040,"en","999",0
18348,"WorcesterObs","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009765066903552,"en","999",0
18349,"BromStandard","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009764823633920,"en","999",0
18350,"EveshamObserver","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009763368226816,"en","999",0
18351,"DroitStand","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009762286039040,"en","999",0
18356,"RugbyObserver","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009262383788032,"en","999",0
18357,"strat_observer","Neurodiversity Celebration Week: Famous faces who have opened up about their diagnosis - ",1506009259938807808,"en","999",0
18584,"DovecoteBYA","Our #NeurodiversityCelebrationWeek kick started with our lunch time stall celebrating neurodiversity and raising awareness of our differences #Dyslexia #Dyscalculia #Dysgraphia #Autism #ADHD #Tourettes ",1506050719929061376,"en","999",0
18625,"dannybrook734","Neurodiversity Network | Learn. Connect. Work. Achieve. ",1506045302226100224,"en","999",0
18708,"this0499154500","""Wasim Ahmed"" OR was3210  via NodeXL @was3210
@nodexlacademy
@docassar
@mihkal
@prof_chadwick
@alexfenton
@hcaelacceber
@eddequincey
@pdbrooker
@this0499154500

Top hashtags:
#neurodiversity
#phdchat
#marketing
#jammu
#kashmir
#forecasting /",1506066650008891392,"en","999",0
18756,"theHRDIRECTOR","Why neurodiversity is good for business #diversityinclusion",1506119949630287872,"en","999",0
18825,"kellysue","Neurodiversity Celebration Week ",1506093246878937088,"en","999",2
18928,"InHomeTutor808","Neurodiversity Week Podcast - Ep1 ADHD - Highland Radio || #ADHDNews Courtesy of The only in home tutor on Oahu with ADHD specializing in students with ADHD. Affordable Private In Home Tutoring Honolulu Hawaii Covering all of Oahu and Remotely for The… ",1506129179841990656,"en","999",0
19113,"MYARAISETeam","We are proud to support and celebrate Neurodiversity Celebration Week this week! Visit the below website for all sorts of helpful resources for schools, colleges, universities, parents, carers and workplaces 💡
#NDCW20222 ",1506178971125403648,"en","999",0
19117,"Senovo_IT","Today marks the start of #NeurodiversityWeek.

Why not take some time this week to explore ways you can build and support #neurodiversity in your business and your community? ",1506178937235591168,"en","999",0
19216,"resbios","Neurodiversity may be every bit as crucial for the human race as biodiversity is for life in general
Harvey Blume

#NeurodiversityCelebrationWeek #Neurodiversity #QotD",1506189420789129216,"en","999",0
19394,"TheYorksTimes","New Industry Forum Neurodiversity In Business (NIB) Launches  @NDinBusiness
",1506209078183444480,"en","999",0
19396,"IndyVoices","This week is ‘neurodiversity celebration week’. For me, it is a reminder of how ignorant I was.

My son’s autism diagnosis changed me for the better, writes Celine Assaf.

",1506209074517405696,"en","999",0
19829,"NCWeek","🌟 Shout out to @OpenUniversity in Milton Keynes for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek 
#NeurodiversityWeek ",1506245472784158720,"en","999",0
19925,"KerrysPlace","April 14 @ 4:30pm - 6:00pm
REGISTER TODAY!
Navigating #Neurodiversity: A Path to Self-Discovery via @kerrysplace",1506239554231099392,"en","999",0
19994,"NCWeek","🌟 Shout out to @NansaNorfolk in Norwich for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek 
#NeurodiversityWeek ",1506247932143677440,"en","999",0
20055,"lawdisabilities","Neurodiversity and Social Mobility with Neurodiversity in Law - 24th March ",1506258169756069888,"en","999",0
20176,"gfelgate1980","Business secretary to unveil neurodiversity business forum for greater support ",1506264371068088320,"en","999",0
20202,"autism_coaching","Did you know... Comment or Direct Message for any further enquiries!👥🌈

#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport #mentalhealthawareness ",1506262433467404288,"en","999",0
20229,"theGwordfilm","Our partner Our Gifted Kids is hosting a series of podcasts this week, featuring many experts &amp; thought leaders from this community. 

Check it out: 👉 w/ @intergifted @jenharveysalli4 @paulaprober @christianewells #gifted #neurodiversity #OurGiftedKids ",1506272484907233280,"en","999",0
20275,"tourettesaction","We want everyone to be able to access a timely diagnosis and treatment regardless of where they live in the U.K. We are calling on the Government to ensure this happens. 
Help us be heard 
#TourettesWeMatter #Tourettes #Tics #TS #TouretteSyndrome #TouretteAction #Neurodiversity ",1506269742453207040,"en","999",0
20320,"sendunlocked","Celebration Neurodiversity...

",1506282055327494144,"en","999",0
20381,"dlrcc","All Abilities Ireland is a leading body in Performing Arts, supporting Neurodiversity &amp; Mental Health by delivering bespoke creative/life skills programmes

Check out their upcoming events for Teens &amp; Kids at: #dlrCommunity @Crosscare1 @ComhairleNaNog1 ",1506277018001883136,"en","999",0
20474,"TouroCalifornia","Join us tomorrow, starting at 12:30 pm Pacific for the latest session of Deep Equity Now.

This session will cover neurodiversity and features special guest Dr. Niki Elliott.

Register for free, ",1506284999393353728,"en","999",0
20477,"SyHeartlandsCCG","'Celebrating Neurodiversity in Healthcare' - this #NeurodiversityCelebrationWeek join @NHSEmployers and @NCWeek Wednesday evening for an exciting panel discussion on Neurodiversity in Healthcare.

Register and find out more here 👉",1506284873660649472,"en","999",0
20493,"AcasEastMids","""Inclusive workplaces: Making changes to better support neurodiversity"" 
Free webinar for employers wanting to learn more about #Neurodiversity and #Inclusivity at work.

Thursday 31st March, 2:00-3:00 p.m.
More: #Webinars #AcasAdvice",1506284061051940864,"en","999",0
20552,"DifferentlyMike","Neurodiversity forum launched to support employees ",1506297905178677248,"en","999",0
21399,"kapiti_reports","I just signed - will you join me? via @actionstation",1506394212434341888,"en","999",0
21461,"docassar","""Wasim Ahmed"" OR was3210  via NodeXL @was3210
@nodexlacademy
@docassar
@mihkal
@prof_chadwick
@alexfenton
@hcaelacceber
@eddequincey
@pdbrooker
@this0499154500

Top hashtags:
#neurodiversity
#phdchat
#marketing
#jammu
#kashmir
#forecasting /",1506384863083085824,"en","999",0
21572,"workremotenews","Neurodiversity, Talent, and the Promise of Hybrid Work ",1506456562151432192,"en","999",0
21788,"DisabilityLead","DLI CEO @HChristinaR doing her thing talking with Manu Sakar in the Global Dialogue Series on Neurodiversity about why #Diversity is so important in the #Leadership space.

#Disability #Autism #Leaders #DisabilityLeaders",1506530434695323648,"en","999",0
21905,"sendunlocked","Celebrating Neurodiversity...

",1506541376221106176,"en","999",0
22027,"tausiinsider","Neurodiversity, Talent, and the Promise of Hybrid Work ",1506547673226256384,"en","999",0
22029,"en4ei","Does your organisation value the ability to think differently ❓

This article from @theHRDIRECTOR explains the business case 💼 for creating a workplace culture that actively supports neurodiverse employees. 

Read the full article now 👉 #Neurodiversity",1506547555307597824,"en","999",0
22107,"HighlandNews","This week we are highlighting Neurodiversity Celebration Week. Patrick Sharkey speaks to different people about the challenges they have overcome in daily life.
Ep 2 - Autism
#neurodiversitycelebrationweek #autism #autismawareness #NeurodiversityWeek ",1506558956311052288,"en","999",0
22174,"SyHeartlandsCCG","'Celebrating Neurodiversity in Healthcare' - this #NeurodiversityCelebrationWeek join @NHSEmployers and @NCWeek this evening for an exciting panel discussion on Neurodiversity in Healthcare.

Register and find out more here 👉",1506571651227471872,"en","999",0
22306,"NCWeek","🌟 Shout out to @stmatthewscps in Liverpool for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek 
#NeurodiversityWeek ",1506576896187904000,"en","999",0
22319,"SP_NeilR","There are some ways vital reporting might be missing the mark... @SWDyslexia",1506575486654291968,"en","999",0
22500,"NCWeek","🌟 Shout out to @b_and_fc in Blackpool for registering to take part in Neurodiversity Celebration Week 2022 🌟

#NeurodiversityCelebrationWeek 
#NeurodiversityWeek ",1506592476563652608,"en","999",0
22538,"EditaOla","HRZone: On Neurodiversity Celebration Week 2022 CEO Helen May shares her story of being diagnosed with ADHD at 40 years old and urges employers to do more to empower neurodivese employees.#NeurodiversityCelebrationWeek #NCweek #Ne… ",1506588125145051136,"en","999",0
22557,"highlandradio","This week we are highlighting Neurodiversity Celebration Week. Patrick Sharkey speaks to different Neurodivergent people  about the challenges they have overcome in daily life.
Ep3 - Aspergers
#aspergersawareness #NeurodiversityWeek ",1506605556966080512,"en","999",0
22603,"MYARAISETeam","We are proud to support and celebrate Neurodiversity Celebration Week this week! Visit the below website for all sorts of helpful resources for schools, colleges, universities, parents, carers and workplaces 💡
#NDCW20222 ",1506601896538255360,"en","999",0
22751,"lawdisabilities","Neurodiversity and Women with Neurodiversity in Law - 25th March ",1506620552714280960,"en","999",0
22864,"UCFB_EC_SE","Did you know that Microsoft Learning Tools are free tools that implement proven techniques to improve reading and writing for people regardless of their age or ability, including neurodiversity-related tools? Check it out:
#NeurodiversityCelebrationWeek",1506631855524782080,"en","999",0
22961,"EdTechEdward","There are some ways vital reporting might be missing the mark... @SWDyslexia",1506640434273173504,"en","999",0
22978,"hughbaird","We are proud to be supporting Neurodiversity Celebration Week to celebrate our neurodiverse staff and students.  

@NCWeek #NeurodiversityWeek ",1506638647793229824,"en","999",0
22993,"sendunlocked","Celebrating Neurodiversity...

",1506637889756667904,"en","999",0
23021,"theGwordfilm","Our partner Our Gifted Kids is hosting a series of podcasts this week, featuring many experts &amp; thought leaders from this community. 

Check it out: 👉 w/ @intergifted @jenharveysalli4 @paulaprober @christianewells #gifted #neurodiversity #OurGiftedKids ",1506634872969957376,"en","999",0
23069,"sendunlocked","Celebrating Neurodiversity...

",1506650735383130112,"en","999",0
23211,"ScanTynan","There are some ways vital reporting might be missing the mark... @SWDyslexia",1506657044153184256,"en","999",0
23293,"ZomeDash","@KnowledgeTreeUS The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic ",1506667371053862912,"en","999",0
23302,"bromleyhcare","Neurodiversity Celebration Week is a worldwide initiative that challenges stereotypes and misconceptions about neurological differences. To find out more, visit 👇 
#NeurodiversityCelebrationWeek ",1506666496008855552,"en","999",0
23303,"BromleyTalk","Neurodiversity Celebration Week is a worldwide initiative that challenges stereotypes and misconceptions about neurological differences. To find out more, visit 👇 
#NeurodiversityCelebrationWeek ",1506666495853617152,"en","999",0
23304,"bromley0to19","Neurodiversity Celebration Week is a worldwide initiative that challenges stereotypes and misconceptions about neurological differences. To find out more, visit 👇 
#NeurodiversityCelebrationWeek ",1506666495815921664,"en","999",0
23325,"jaimegraceuk","Please join Neurodiverty Together Server

#cometogether #autism #ActuallyAutistic #autismcircle #neurodiversity #AutismAcceptance #AutismWorldwide #OnceAutisticAlwaysAutistic #discord #ADHD #ADD #OCD #neurodiversity #beyourself

 ",1506681181533872128,"en","999",0
23493,"PsychToday","Being able to create one's own work environment through remote work could allow the unique abilities of neurodivergent people to flourish, @LudmilaPraslova writes. Here's how. ",1506685204580155392,"en","999",0
23625,"profamandakirby","If you are a triangle-shaped person you will navigate life as you fit within society's norms.
If you are star-shaped, you may sparkle but you may also find some things more/less challenging.
#embrace #neurodiversity ",1506718171549650944,"en","999",2
23641,"RuralLiteracyNZ","I just signed - will you join me? via @actionstation",1506715346124013568,"en","999",0
23661,"ImKatieReilly","Vaccines cause adults -- not autism #ableismistrash #ableism #provaxx #autism #ASD #disability #neurodiversity #inclusion #representation ",1506711170752733184,"en","999",0
23817,"bishopyoungce","We are Unique. We are Loved. We are Celebrated. We Value Ourselves and Others. We are All God’s Children. #Oneness #Neurodiversity #AutismAwareness #Celebration #Unity #Benevolence #ChurchOfEngland @iCCQM ",1506756674157219840,"en","999",0
24013,"EdtechPayel","There are some ways vital reporting might be missing the mark... @SWDyslexia",1506821108267458560,"en","999",0
24026,"HeinemannPub","It's #NeurodiversityCelebrationWeek (March 21 - 27, 2022). Celebrate with us! Watch for NEW content this week on the Heinemann Blog. In the meantime check out this popular blog from last year: #teachers #neurodiversity @NCWeek",1506814806153695232,"en","999",0
24067,"ps_livingstone","Links for Day 4 #QuaranCon2022
Writing rules: Mythological CF: Underappreciated genres: Swearing in SFF: Neurodiversity: ",1506792870233190400,"en","999",0
24134,"BrotherRexy","How To Talk About Autism Respectfully · Public Neurodiversity Support Center ",1506861857381883904,"en","999",0
24171,"AnilAnnaiah","“Each day... let loose into the universe... all the goodness that makes you breathe”.
#startupIndia #success #lifeandleadership #lifegoals #stressmanagement #anxietyrelief #depressionandanxiety  #mentalhealth #neurodiversity #inclusiveleadership #diversityintheworkplace #SDGs ",1506838273108615168,"en","999",0
24192,"alfordacademy","Celebrating Neurodiversity : 21st – 27th March ",1506897827376635904,"en","999",0
24291,"SurreyHeartland","Neurodiversity Celebration Week is all about celebrating different minds.

There are numerous events taking place throughout the week which aim to educate and encourage conversations around neurodiversity.

Find out more and get involved today 👉 ",1506909943517126656,"en","999",2
24342,"IndyVoices","I’d always struggled with mood swings – then I learned it was part of ADHD | @laublackwell #ADHD #NeurodiversityCelebrationWeek",1506904147576061952,"en","999",0
24419,"ICE_EastMids","Everyone is affected by sensory elements in the built environment. 

When users experience sensory overload, though, it can adversely impact health, focus, productivity and behaviour.

Want to find out more? Join this webinar! 

",1506918744660008960,"en","999",0
24547,"autism_coaching","#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness 
Don't let others define who you are or who you should be! ",1506926313218756608,"en","999",0
24663,"brain_in_hand","How can employers support neurodivergent employees to thrive in the workplace? Find out at @IGPP_’s event ‘Progressing Neurodiversity at Work 2022’ on March 31. Join us at 2pm, we'll be discussing technology as a reasonable workplace adjustment.
#igppNEURO ",1506951300004847616,"en","999",0
24931,"investhull","Young people are invited to enter a great competition for #NeurodiversityCelebrationWeek and you can win cash prizes! It's been organised by @JCYEB_Hull @BIPCHull and @Hullccnews 

Visit for details 💡 #NCW2022 ",1506964424107642880,"en","999",0
24942,"ConsultancyJgl","In this webinar, we explore the value of neurodiversity in the workplace, discuss lived experiences, and reveal how to implement a neurodiverse workplace effectively. @MichaelPageUK ",1506963795985383424,"en","999",0
24971,"autism_coaching","Give yourself time!🕑🌈
#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport ",1506981170302623744,"en","999",0
24972,"bubblecreati0ns","Give yourself time!🕑🌈
#neurodiversity #autism #autismawareness #autistic #autismacceptance #adhd #adhdawareness #mentalhealth #mentalhealthsupport ",1506981170113875968,"en","999",0
25015,"CCNWALeics","Joining forces to celebrate neurodiversity | Northamptonshire Police ",1506977857544855552,"en","999",0
25026,"AcasEastMids","""Inclusive workplaces: Making changes to better support neurodiversity"" 
Free webinar for employers wanting to learn more about #Neurodiversity and #Inclusivity at work.

Thursday 31st March, 2:00-3:00 p.m.
More: #Webinars #AcasAdvice",1506976624759164928,"en","999",0
25120,"AlanLaing1","March 21 to 27 is #neurodiversity celebration week. This is an initiative that challenges stereotypes and misconceptions about neurological differences. It aims to transform how neurodivergent individuals are perceived and supported.

Let's celebrate different minds 💖 ",1506987479278276608,"en","999",0
25144,"tobysutton","There are some ways vital reporting might be missing the mark... @SWDyslexia",1506983690265677824,"en","999",0
25219,"theGwordfilm","Our partner Our Gifted Kids is hosting a series of podcasts this week, featuring many experts &amp; thought leaders from this community. 

Check it out: 👉 w/ @intergifted @jenharveysalli4 @paulaprober @christianewells #gifted #neurodiversity #OurGiftedKids ",1506997260575412224,"en","999",0
25322,"UCFB_EC_SE","Check out this insightful article interviewing the founder of #NeurodiversityCelebrationWeek asking “Can we celebrate neurodiversity yet?”
",1507009345648689152,"en","999",0
25367,"awayland001","#Neurodiversity is the next frontier when it comes to equity in #hiring, so how can recruiters create the right environment for more #diverse hiring? @profamandakirby shares her insight. ",1507024943631982592,"en","999",0
25475,"AccessCharity1","We are supporting @reciteme on their Neurodiversity Celebration Week!

Take a look at our website with our accessibility tool -#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1507032038481801216,"en","999",0
25491,"en4ei","Does your organisation value the ability to think differently ❓

This article from @theHRDIRECTOR explains the business case 💼 for creating a workplace culture that actively supports neurodiverse employees. 

Read the full article now 👉 #Neurodiversity",1507030741493891072,"en","999",0
25528,"earlyyearsontap","Is the diagnosis system undermining SEND support? | TES ",1507028240598245376,"en","999",0
25529,"schoolsontap","Is the diagnosis system undermining SEND support? | TES ",1507028240556306432,"en","999",0
25571,"cnlw_ulv","Surprise! We extended our early bird registration until April 9th for our Neurodiversity Symposium! Use the link below to learn about our event, our premium keynote speakers, and to register.
",1507043020536963072,"en","999",0
25580,"JeremyHarpham","March 21 to 27 is #neurodiversity celebration week. This is an initiative that challenges stereotypes and misconceptions about neurological differences. It aims to transform how neurodivergent individuals are perceived and supported.

Let's celebrate different minds 💖 ",1507042324295163904,"en","999",0
25617,"ed_ontap","Is the diagnosis system undermining SEND support? | TES ",1507037032815677440,"en","999",0
25656,"EdTeaching","Is the diagnosis system undermining SEND support? | TES ",1507055914758688768,"en","999",0
25670,"RapidActHealth","What is Neurodiversity Celebration Week? ",1507054524694814720,"en","999",0
25678,"UKEd_Leaders","Is the diagnosis system undermining SEND support? | TES ",1507053388617371648,"en","999",0
25694,"HRMinfo_nl","Neurodiversity – is your organisation missing out? ",1507050912262627328,"en","999",0
25709,"EdCentral","Is the diagnosis system undermining SEND support? | TES ",1507049615769620480,"en","999",0
25835,"ZomeDash","@KnowledgeTreeUS The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic ",1507058078746914816,"en","999",0
25880,"DifferentlyMike","Neurodiversity, Talent, and the Promise of Hybrid Work ",1507078802408710144,"en","999",0
25962,"CampaignMedia","Spare me a cape, my neurodiversity isn't a superpower ",1507093149394550784,"en","999",0
26100,"ZomeDash","@JacobsPromise The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic",1507101376739958784,"en","999",0
26113,"sanchia_org","#AutisticsSpeaking. What is neurodiversity and why is it a big deal to #Autistic people? Find out on World Autism Day.
#LifeFantastic #TheseLivesMatter #AutismAcceptance #WorldAutismDay #Neurodiversity #AutismsAwareness #ActuallyAutistic ",1507100036278149120,"en","999",0
26206,"ImagineCOinfo","Join us for our 2nd Annual Community Art Show, featuring original artwork by participants in Imagine!’s School Age Services. Celebrate artists of all abilities and witness an art gallery that represents hope, freedom of expression, and neurodiversity. ",1507117301656481792,"en","999",0
26432,"CPI_Ed","Around 1 in 7 people are neurodivergent. So in a class of 30 learners it would be fair to estimate that's 3 or 4 students. Whether they are diagnosed or not is an entirely different story.

New blog
👇 

#NeurodiversityCelebrationWeek
#NeurodiversityWeek",1507242880280285184,"en","999",0
26551,"alfordacademy","Celebrating Neurodiversity : 21st – 27th March ",1507263142761578496,"en","999",0
26562,"altait","12 books for kids with insight into autism and neurodiversity

#yourkidsnextread ",1507261765972807680,"en","999",0
26651,"DI_Leaders","Neurodiversity at Work 2022 - 24 May. Online seminar with 12 expert speakers including:
- @Adam_Hyland @DandA_inclusion
- Jess Gosling, Civil Service Neurodiversity Network
- Leena Haque @BBCCape
- Elliott Morrison @HSBC_UK
Details: #DILeaders #Inclusion ",1507277361175314432,"en","999",0
26673,"Richard22065553","#Neurodiversity is the next frontier when it comes to equity in #hiring, so how can recruiters create the right environment for more #diverse hiring? @profamandakirby shares her insight. ",1507273073485135872,"en","999",0
26716,"rstopiak","Capco is proud to celebrate #neurodiversity and champion the acceptance and understanding of all kinds of different minds. ",1507288939031408640,"en","999",0
26744,"ZomeDash","@CaseyHedges2 The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic ",1507285970164629504,"en","999",0
26761,"C_A1exander","Did you know this week is #NeurodiversityCelebrationWeek? We're beyond proud to hear what our Neurodiversity Celebration Box meant to one of our employees (and her cat too by the looks of it 😍), Amy Morgan. ""I'm so happy that I can... #TeamVirginMediaO2 ",1507283618640523264,"en","999",0
26783,"ZomeDash","@CaseyHedges2 The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic ",1507281925085577216,"en","999",0
26791,"QUBCareers","To mark #NeurodiversityCelebrationWeek we are launching our Employ Autism Internship Programme 2022
Aimed at improving neurodiversity in the workplace it allows autistic students &amp; graduates to earn a salary &amp; build experience during an 8-week internship
👉",1507281356765773824,"en","999",0
26793,"CityUniLondon","This #NeurodiversityCelebrationWeek we're celebrating differences, raising awareness and empowering every individual ✨

Find out more: ",1507281307851800576,"en","999",0
26798,"Fledglings","In what ways does your child's neurodiversity make them brilliantly unique? #NeurodiversityCelebrationWeek 💙 ",1507281193166946304,"en","999",0
