,challenge,understanding,inclusion,leadership,work,work_from_home,rights,burnout,issue,fatigue,awareness,skill,communication,result,learning,mental_health,discrimination,tolerance,advocacy,acceptance,new_normal,accessibility,lockdown,anxiety,depression,home_schooling,job,support,workplace,training,productivity,career,diversity,rest,pandemic,project,permanent,role,policy,isolation,meeting,task,employment,fear,recovery,compliance,balance,coaching,empathy,head,social_distancing,goal,position,manager,overload,accountability,deadline,shift,problem,target,management,routine,growth,remote_work,stress,commitment,online_learning,remote_learning,quarantine,mastery,mentorship,harassment,accommodation,resilience,discussion,shutdown,regulation,boss,feedback,standard,partnership,loneliness,coordinator,performance,development,direction,difficulty,frustration,law,break,oversight,equity,director,hours,dedication,collaboration,reopening,cooperation,rule,contract,leave,responsibility,office,sensory_environment,telecommuting,unemployment,sensitivity,achievement,guidance,virtual_work,containment,pressure,hurdle,team_leader,promotion,objective,occupation,expertise,chief,officer,virtual_meeting,ethics,freelance,flexibility,output,interaction,profession,fairness,obstacle,vacation,home_office,stability,honesty,efficiency,schedule,integrity,milestone,adjustment,vocation,supervisor,time_off,temporary,reliability,leisure,teamwork,boredom,uncertainty,appraisal,furlough,supervision,workload,lifting,assignment,advancement,cubicle,synergy,guideline,competency,desk,administrator,relaxation,procedure,health_crisis,loyalty,economic_impact,confinement,downtime,overtime,restriction,subordinate,digital_workspace,punctuality,outbreak,job_loss,online_platform,flexible_schedule,workstation,virtual_collaboration
2022-12-18,2.0,13.0,8.0,,10.0,,3.0,,4.0,,4.0,,,2.0,5.0,12.0,1.0,1.0,2.0,3.0,,,,6.0,36.0,,,8.0,3.0,2.0,,1.0,15.0,,,,1.0,,,,,,,,,,,2.0,2.0,5.0,,,,1.0,,,,1.0,4.0,,4.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-19,2.0,12.0,15.0,3.0,16.0,,4.0,1.0,3.0,1.0,14.0,,,1.0,12.0,24.0,,,2.0,4.0,,4.0,,7.0,18.0,,2.0,16.0,18.0,7.0,,,28.0,2.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,,1.0,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,3.0,,,,1.0,,,2.0,,,2.0,,1.0,,1.0,2.0,,3.0,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-20,5.0,3.0,9.0,2.0,16.0,,2.0,3.0,4.0,1.0,16.0,1.0,,,15.0,15.0,1.0,,1.0,3.0,,10.0,,1.0,,,1.0,9.0,22.0,2.0,,2.0,11.0,1.0,2.0,3.0,,,1.0,,2.0,1.0,1.0,,,,,1.0,2.0,2.0,,1.0,,,2.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,2.0,,,,,,1.0,,2.0,,3.0,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-21,1.0,6.0,14.0,,9.0,,3.0,1.0,2.0,,21.0,,,2.0,19.0,16.0,1.0,,1.0,2.0,,4.0,,7.0,,,4.0,27.0,7.0,3.0,,,13.0,1.0,,3.0,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,3.0,1.0,2.0,,2.0,1.0,2.0,,3.0,,,,,,,,,1.0,,,1.0,,,,1.0,2.0,,,1.0,,,,,3.0,,3.0,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-23,1.0,1.0,9.0,,9.0,,1.0,3.0,1.0,1.0,15.0,1.0,1.0,,8.0,13.0,1.0,,2.0,5.0,,2.0,,5.0,,,5.0,10.0,6.0,3.0,,3.0,7.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2022-12-25,1.0,1.0,5.0,,2.0,,2.0,,1.0,,6.0,,1.0,,4.0,2.0,,,1.0,,,2.0,,2.0,1.0,,,2.0,1.0,,,,3.0,1.0,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27,1.0,6.0,9.0,,8.0,,,1.0,1.0,,13.0,,,,8.0,5.0,,,,2.0,,1.0,,2.0,1.0,,3.0,8.0,3.0,2.0,,,3.0,,,1.0,,2.0,,,,,3.0,,,,1.0,2.0,1.0,,,,,,,,,,3.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28,2.0,3.0,6.0,3.0,5.0,,,1.0,,,13.0,,3.0,,7.0,13.0,,,1.0,3.0,,2.0,,4.0,3.0,,,10.0,5.0,2.0,,,4.0,,1.0,3.0,,3.0,,,1.0,1.0,1.0,,2.0,1.0,,3.0,,,,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-05,1.0,6.0,16.0,,10.0,,3.0,,3.0,,20.0,1.0,2.0,3.0,5.0,16.0,,,,6.0,,4.0,,6.0,3.0,,7.0,30.0,14.0,14.0,,1.0,12.0,1.0,,,,2.0,1.0,,,,5.0,,1.0,,1.0,4.0,,,,2.0,,,,,,,1.0,,3.0,,,,,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2023-01-07,1.0,4.0,7.0,,5.0,,,2.0,2.0,,15.0,,3.0,,8.0,10.0,,,1.0,11.0,,1.0,,2.0,,,1.0,5.0,6.0,5.0,,1.0,6.0,1.0,,,,1.0,,,,,1.0,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08,2.0,4.0,7.0,1.0,11.0,,,,,,12.0,,1.0,,3.0,6.0,,,2.0,9.0,,,,1.0,,,1.0,8.0,5.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2023-01-09,1.0,7.0,16.0,1.0,18.0,,,1.0,1.0,,22.0,,,,10.0,12.0,,,6.0,2.0,,9.0,,2.0,1.0,,3.0,13.0,14.0,10.0,,2.0,4.0,1.0,,3.0,,,,,1.0,,4.0,,1.0,,,2.0,3.0,2.0,,,2.0,1.0,,,4.0,6.0,4.0,,2.0,,,,,2.0,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,2.0,1.0,1.0,,4.0,2.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-10,1.0,5.0,27.0,3.0,10.0,,4.0,,4.0,,12.0,,4.0,,14.0,17.0,,,2.0,8.0,,2.0,,5.0,1.0,,3.0,26.0,17.0,8.0,,,18.0,,,6.0,,1.0,1.0,,4.0,,1.0,,,,,4.0,,1.0,,,1.0,2.0,,1.0,,1.0,2.0,,1.0,1.0,,,4.0,,,,,,,,1.0,1.0,4.0,1.0,,,,,,,1.0,,,1.0,,1.0,,1.0,,2.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-12,1.0,5.0,12.0,1.0,22.0,,5.0,,,,18.0,1.0,1.0,1.0,17.0,21.0,,,2.0,7.0,,3.0,,4.0,2.0,,4.0,12.0,16.0,4.0,1.0,,9.0,,,5.0,,1.0,,,2.0,,2.0,2.0,,,,3.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,,2.0,,3.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,4.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-13,3.0,6.0,17.0,1.0,14.0,,1.0,,2.0,,16.0,3.0,4.0,,5.0,23.0,2.0,,1.0,10.0,,7.0,,4.0,2.0,,8.0,13.0,12.0,11.0,,3.0,10.0,1.0,,3.0,,1.0,2.0,,2.0,,4.0,,,,,2.0,3.0,,,,1.0,1.0,,,,,3.0,,2.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,4.0,1.0,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16,1.0,6.0,13.0,1.0,9.0,,4.0,,2.0,1.0,17.0,,4.0,,11.0,18.0,1.0,,2.0,5.0,,3.0,,7.0,3.0,,2.0,12.0,7.0,5.0,,2.0,3.0,1.0,,12.0,,3.0,2.0,,,,1.0,,,,1.0,1.0,2.0,2.0,,,,2.0,,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-17,1.0,7.0,16.0,1.0,29.0,,4.0,3.0,3.0,,25.0,,2.0,,8.0,18.0,3.0,1.0,,9.0,,2.0,,4.0,3.0,,3.0,17.0,13.0,5.0,,1.0,4.0,,,2.0,,2.0,1.0,,2.0,1.0,6.0,1.0,,,,2.0,1.0,4.0,,,,,,,,3.0,1.0,,3.0,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,4.0,,,,5.0,1.0,,2.0,,2.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
2023-01-18,1.0,4.0,18.0,2.0,21.0,,2.0,,,,23.0,2.0,1.0,,10.0,15.0,1.0,,4.0,4.0,,1.0,,3.0,1.0,,4.0,16.0,14.0,8.0,,8.0,12.0,,,4.0,,,1.0,,3.0,,2.0,1.0,,,,,,,,1.0,,1.0,,,,3.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,2.0,,,5.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,1.0,8.0,21.0,2.0,11.0,,2.0,3.0,2.0,,15.0,1.0,2.0,,18.0,12.0,1.0,,1.0,7.0,,2.0,,6.0,2.0,,1.0,22.0,15.0,8.0,,3.0,11.0,1.0,,4.0,,4.0,1.0,1.0,4.0,,1.0,,,,,3.0,,1.0,,,1.0,,,,,,1.0,1.0,2.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,3.0,4.0,,,3.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,2.0,2.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20,2.0,5.0,13.0,1.0,22.0,,,,1.0,1.0,13.0,1.0,3.0,,11.0,26.0,1.0,,1.0,3.0,,,,11.0,,,2.0,18.0,6.0,5.0,,,10.0,,1.0,2.0,,1.0,2.0,,2.0,,1.0,3.0,,,,2.0,1.0,2.0,,2.0,4.0,1.0,,,1.0,,1.0,,,,3.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,4.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,1.0,5.0,8.0,2.0,7.0,,1.0,1.0,1.0,,3.0,,,1.0,4.0,5.0,3.0,,2.0,7.0,,,,2.0,1.0,,2.0,8.0,6.0,,1.0,,7.0,1.0,,1.0,,,,,2.0,,,,,,,2.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023-01-22,1.0,8.0,6.0,,8.0,,1.0,,1.0,,12.0,,,,4.0,16.0,2.0,,1.0,3.0,,2.0,,4.0,2.0,,2.0,11.0,1.0,3.0,,,7.0,1.0,,1.0,,1.0,,,1.0,1.0,3.0,,1.0,,,,2.0,2.0,,1.0,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,1.0,8.0,24.0,7.0,18.0,,,,4.0,,26.0,1.0,1.0,1.0,15.0,25.0,4.0,,1.0,4.0,,7.0,1.0,3.0,1.0,,3.0,33.0,9.0,18.0,,2.0,20.0,1.0,,1.0,,1.0,,,2.0,,2.0,,,,,2.0,,3.0,,,1.0,,,1.0,,,1.0,,4.0,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,3.0,,1.0,,2.0,1.0,1.0,,1.0,,,2.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,6.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2023-01-24,2.0,10.0,12.0,1.0,23.0,,3.0,2.0,4.0,,30.0,,3.0,2.0,12.0,27.0,1.0,,5.0,4.0,,4.0,,7.0,1.0,,2.0,25.0,13.0,5.0,2.0,1.0,8.0,,1.0,,,4.0,1.0,,3.0,,3.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,,1.0,,3.0,,,,,,,,,,1.0,,2.0,,,3.0,1.0,,,2.0,2.0,,1.0,,1.0,1.0,,2.0,,3.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,2.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,1.0,3.0,15.0,4.0,31.0,,5.0,2.0,3.0,1.0,24.0,,1.0,1.0,10.0,23.0,1.0,,3.0,8.0,,5.0,,6.0,,,10.0,21.0,8.0,6.0,2.0,4.0,15.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,3.0,1.0,1.0,,,3.0,1.0,,,,1.0,3.0,,,,,4.0,1.0,2.0,,,,2.0,1.0,,,,,,,,2.0,1.0,,1.0,,1.0,,2.0,,,,2.0,,,1.0,2.0,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26,4.0,9.0,19.0,2.0,22.0,,2.0,,1.0,,27.0,,2.0,,18.0,18.0,4.0,,6.0,7.0,,3.0,,4.0,1.0,,2.0,30.0,13.0,11.0,1.0,3.0,17.0,2.0,,3.0,,5.0,,,3.0,,2.0,2.0,1.0,,,3.0,,3.0,,,,1.0,,,,1.0,1.0,,4.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,3.0,,1.0,,,,,1.0,,,2.0,1.0,,2.0,,2.0,,,,,,,1.0,1.0,2.0,,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,2.0,7.0,14.0,1.0,22.0,,6.0,1.0,3.0,,24.0,1.0,,,26.0,24.0,1.0,,,9.0,,2.0,,3.0,3.0,,4.0,31.0,10.0,9.0,1.0,3.0,17.0,,1.0,2.0,,1.0,1.0,,4.0,2.0,6.0,,,,,,1.0,2.0,,1.0,,2.0,,,,,,,1.0,1.0,,,,,,2.0,,,,,1.0,,2.0,,,,1.0,1.0,2.0,,,,3.0,1.0,1.0,,1.0,2.0,,3.0,2.0,1.0,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,2.0,5.0,21.0,3.0,15.0,,4.0,1.0,,1.0,8.0,,3.0,,5.0,8.0,2.0,,1.0,5.0,,,,4.0,,,5.0,15.0,4.0,2.0,,,12.0,1.0,,2.0,,,1.0,,,,4.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,2.0,,1.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,3.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2023-02-01,1.0,8.0,16.0,2.0,20.0,,4.0,,,,22.0,,4.0,,15.0,25.0,,,1.0,6.0,,,,7.0,1.0,,2.0,20.0,13.0,13.0,,2.0,19.0,,,3.0,,2.0,,1.0,,,6.0,3.0,1.0,,1.0,2.0,1.0,,,,,3.0,3.0,,2.0,,3.0,,3.0,1.0,,,2.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,2.0,,,1.0,,3.0,3.0,,,2.0,,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,2.0,4.0,17.0,2.0,27.0,,3.0,,1.0,,21.0,,1.0,,21.0,16.0,1.0,,1.0,3.0,,,,8.0,2.0,,2.0,29.0,14.0,12.0,2.0,1.0,13.0,,1.0,3.0,,7.0,,1.0,2.0,1.0,5.0,,,,,,,1.0,,,2.0,6.0,,,1.0,,1.0,,1.0,,2.0,,1.0,2.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,2.0,,1.0,,3.0,4.0,,2.0,1.0,,,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,2.0,6.0,22.0,3.0,19.0,,2.0,,2.0,,18.0,,1.0,,13.0,16.0,2.0,,1.0,5.0,,5.0,1.0,1.0,2.0,,9.0,17.0,13.0,14.0,,4.0,15.0,,,1.0,1.0,5.0,,,,,2.0,1.0,,,,4.0,1.0,2.0,,1.0,,1.0,,,,4.0,3.0,,2.0,,1.0,,2.0,,,,,,,,,,,,2.0,,,,1.0,,,2.0,,,2.0,,4.0,1.0,,3.0,2.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,2.0,7.0,15.0,3.0,20.0,,,2.0,2.0,,20.0,,1.0,,11.0,25.0,,,12.0,10.0,,3.0,1.0,3.0,1.0,,3.0,25.0,15.0,11.0,1.0,2.0,13.0,,1.0,3.0,,1.0,1.0,,,,5.0,,,,,2.0,3.0,3.0,,1.0,,,,,2.0,1.0,4.0,,1.0,1.0,3.0,,2.0,,,,,,,,,1.0,5.0,,,,,,,,,1.0,5.0,,,,,1.0,,1.0,,2.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,4.0,12.0,14.0,2.0,18.0,,2.0,1.0,2.0,,17.0,,3.0,,12.0,16.0,,,1.0,6.0,,2.0,,5.0,3.0,,1.0,37.0,10.0,11.0,1.0,1.0,16.0,,,3.0,,1.0,,,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,4.0,6.0,,,3.0,1.0,,3.0,,,,,,,,,1.0,3.0,,1.0,1.0,,,,,,1.0,4.0,,,,,2.0,,4.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,2.0,1.0,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,8.0,6.0,20.0,3.0,23.0,,1.0,,4.0,,27.0,,1.0,1.0,14.0,10.0,2.0,,3.0,6.0,,8.0,,4.0,1.0,,2.0,28.0,18.0,15.0,,7.0,25.0,,,4.0,,4.0,,,,,3.0,,,,2.0,2.0,2.0,3.0,,,2.0,1.0,,1.0,,1.0,5.0,,2.0,,1.0,,1.0,,,,,,,,1.0,,3.0,,2.0,,,1.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,4.0,,,2.0,3.0,1.0,2.0,,,,,3.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,7.0,13.0,16.0,3.0,22.0,,2.0,,2.0,,23.0,,5.0,,18.0,33.0,2.0,,,5.0,,4.0,,4.0,1.0,1.0,12.0,35.0,8.0,5.0,,1.0,8.0,,,,,,,,2.0,,4.0,1.0,,,1.0,1.0,4.0,2.0,,,,,,,,,3.0,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,2.0,,4.0,,,1.0,,,,,,,,,2.0,,,2.0,4.0,1.0,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,
2023-02-10,3.0,9.0,15.0,2.0,28.0,,2.0,,2.0,,43.0,1.0,1.0,,15.0,23.0,,,2.0,11.0,,1.0,,5.0,1.0,,3.0,18.0,13.0,13.0,1.0,2.0,13.0,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,3.0,,2.0,,,,,1.0,1.0,,,4.0,,1.0,,1.0,,,,,,2.0,,,,2.0,,,,1.0,,,,,,3.0,,,,3.0,4.0,,3.0,2.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,1.0,5.0,9.0,2.0,6.0,,1.0,,4.0,,12.0,,,,3.0,13.0,1.0,,3.0,1.0,,,,2.0,1.0,,5.0,13.0,9.0,4.0,,2.0,26.0,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,2.0,,1.0,,,1.0,,3.0,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-12,1.0,8.0,11.0,2.0,12.0,,4.0,3.0,4.0,,19.0,1.0,3.0,1.0,8.0,14.0,2.0,,,7.0,,1.0,,8.0,3.0,,1.0,12.0,5.0,,,1.0,20.0,1.0,,2.0,1.0,,1.0,,1.0,,,1.0,,,,2.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,3.0,1.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2023-02-13,1.0,9.0,22.0,1.0,13.0,,8.0,,7.0,3.0,17.0,,1.0,,10.0,24.0,2.0,,3.0,7.0,,,,8.0,1.0,,5.0,27.0,11.0,15.0,,4.0,16.0,,,1.0,,2.0,2.0,,1.0,,1.0,1.0,,,,4.0,,,,,1.0,,,,3.0,,3.0,,2.0,,1.0,1.0,3.0,1.0,,,,,,,,,2.0,,,,,,,,,,3.0,1.0,,,3.0,,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
